timestamp_s,T_drybulb_C,RH_pct,CO2_ppm,illuminance_lux,occupancy,window_open,blind_angle_east,blind_angle_west,hvac_valve_pos,air_velocity_ms,globe_T_C,mean_rad_T_C,operative_T_C,comfort_class_int,comfort_class_str
3642,21.73,62.4,400.0,20,0,0,0.77,0.13,0.85,0.171,21.78,21.33,21.75,3,Warm
3643,19.53,49.6,400.0,20,0,0,0.73,0.89,0.72,0.315,19.51,18.51,19.94,2,Neutral
3644,21.95,68.2,400.0,20,0,0,0.02,0.08,0.73,0.115,22.34,22.61,22.32,1,Cool
3645,23.32,66.7,400.0,20,0,1,0.17,0.63,0.75,0.339,24.03,23.16,23.28,2,Neutral
3646,19.63,58.6,400.0,20,0,1,0.66,0.2,0.47,0.414,19.59,20.22,19.66,2,Neutral
3647,23.82,55.1,592.0,177.0,1,1,0.15,0.29,0.56,0.404,23.59,25.18,23.85,2,Neutral
3648,23.64,62.1,696.0,326.0,1,0,0.94,0.08,0.12,0.109,22.45,24.76,23.16,2,Neutral
3649,22.27,43.7,651.0,284.0,1,1,0.22,0.64,0.19,0.171,22.86,22.91,22.65,2,Neutral
3650,24.15,62.1,729.0,265.0,1,0,0.7,0.67,0.23,0.268,23.86,23.43,23.18,2,Neutral
3651,24.32,44.1,400.0,20,0,0,0.99,0.4,0.96,0.317,25.19,24.47,23.82,3,Warm
3652,21.28,38.1,558.0,597.0,1,1,0.93,0.19,0.04,0.072,21.75,20.63,21.74,1,Cool
3653,19.5,66.1,511.0,328.0,1,1,0.86,0.14,0.25,0.419,19.21,20.28,19.78,2,Neutral
3654,22.05,37.7,400.0,20,0,1,0.47,0.23,0.86,0.365,22.41,21.72,22.48,2,Neutral
3655,26.19,44.5,704.0,586.0,1,0,0.19,0.8,0.36,0.29,25.64,27.84,26.04,1,Cool
3656,24.23,42.6,400.0,20,0,1,0.78,0.77,0.54,0.369,23.87,23.75,24.08,2,Neutral
3657,25.11,31.4,775.0,392.0,1,1,0.61,0.33,0.68,0.153,26.08,23.75,25.53,1,Cool
3658,25.16,41.8,400.0,20,0,1,0.11,0.59,0.68,0.354,24.83,24.21,25.52,2,Neutral
3659,26.56,36.5,400.0,20,0,1,0.37,0.26,0.65,0.403,26.33,26.31,26.82,2,Neutral
3660,27.61,67.7,400.0,20,0,0,0.02,0.33,0.08,0.293,26.85,27.03,28.07,2,Neutral
3661,27.32,69.7,566.0,284.0,1,1,0.74,0.42,0.42,0.099,27.78,27.5,27.62,1,Cool
3662,24.65,48.7,400.0,20,0,0,0.41,0.36,0.41,0.333,25.54,24.11,24.21,3,Warm
3663,24.3,61.8,400.0,20,0,1,0.51,0.06,0.99,0.248,24.48,23.73,24.06,2,Neutral
3664,20.87,56.5,400.0,20,0,0,0.17,0.55,0.26,0.184,22.25,20.03,20.39,1,Cool
3665,27.59,35.3,741.0,364.0,1,0,0.62,0.38,0.69,0.415,27.82,27.64,27.86,1,Cool
3666,27.97,47.4,400.0,20,0,0,0.49,0.5,0.68,0.409,28.69,27.51,28.06,3,Warm
3667,21.81,42.8,721.0,218.0,1,0,0.77,0.67,0.08,0.354,22.09,20.04,21.25,1,Cool
3668,22.13,69.9,400.0,20,0,0,0.98,0.54,0.55,0.416,21.73,23.11,21.87,0,Cold
3669,18.83,35.0,400.0,20,0,1,0.35,0.43,0.71,0.279,18.97,19.01,19.11,4,Hot
3670,26.64,57.1,400.0,20,0,1,0.48,0.3,0.98,0.279,26.23,27.64,26.77,2,Neutral
3671,18.71,38.7,400.0,20,0,1,0.33,0.89,0.88,0.098,19.35,19.52,18.47,2,Neutral
3672,27.15,32.7,400.0,20,0,0,0.1,0.41,0.6,0.375,27.72,26.87,27.04,3,Warm
3673,20.98,53.1,400.0,20,0,1,0.58,0.25,0.49,0.389,21.22,22.3,20.6,4,Hot
3674,20.17,68.6,578.0,104.0,1,1,0.13,0.17,0.85,0.262,19.93,19.41,19.79,2,Neutral
3675,23.91,40.3,400.0,20,0,0,0.46,0.82,0.96,0.391,24.17,24.0,24.33,3,Warm
3676,25.79,43.9,400.0,20,0,1,0.17,0.87,0.73,0.116,26.08,26.64,25.85,2,Neutral
3677,26.05,66.2,520.0,659.0,1,1,0.66,0.93,0.27,0.365,25.3,26.18,25.46,3,Warm
3678,19.4,60.3,775.0,655.0,1,1,0.38,0.63,0.43,0.084,19.61,19.44,19.01,2,Neutral
3679,23.32,41.9,562.0,333.0,1,0,0.64,0.06,0.36,0.234,22.91,24.84,23.52,2,Neutral
3680,21.94,49.6,414.0,400.0,1,0,0.12,0.29,0.07,0.165,21.57,24.14,22.48,3,Warm
3681,20.39,46.7,400.0,20,0,1,0.73,0.56,0.29,0.385,20.63,19.89,21.24,2,Neutral
3682,25.87,58.4,409.0,350.0,1,1,0.45,0.39,0.82,0.368,25.27,26.74,25.37,3,Warm
3683,24.1,55.7,400.0,20,0,1,0.34,0.67,0.13,0.059,24.12,24.66,24.2,2,Neutral
3684,22.99,43.3,699.0,361.0,1,1,0.01,0.92,0.48,0.156,23.35,22.84,22.1,2,Neutral
3685,23.1,61.8,564.0,416.0,1,1,0.15,0.48,0.43,0.251,23.36,23.56,23.27,2,Neutral
3686,18.08,48.8,400.0,20,0,1,0.75,0.04,0.5,0.331,16.72,18.35,18.83,1,Cool
3687,25.87,61.5,400.0,20,0,1,0.82,0.15,0.22,0.147,24.95,25.31,25.82,2,Neutral
3688,18.86,68.8,400.0,20,0,0,0.68,0.25,0.75,0.216,18.87,16.78,18.54,4,Hot
3689,25.02,63.4,669.0,510.0,1,0,0.63,0.08,0.74,0.284,25.38,25.55,25.06,2,Neutral
3690,19.8,49.2,425.0,678.0,1,0,0.07,0.6,0.19,0.245,19.37,19.91,19.5,2,Neutral
3691,19.94,38.8,769.0,539.0,1,1,0.93,0.69,0.37,0.083,20.53,20.42,19.93,2,Neutral
3692,26.75,54.4,434.0,184.0,1,1,0.34,0.14,0.02,0.386,26.26,24.76,26.78,3,Warm
3693,26.03,67.0,400.0,20,0,0,0.33,0.95,0.56,0.1,26.07,26.17,25.95,3,Warm
3694,27.49,69.4,678.0,143.0,1,0,0.14,0.58,0.94,0.296,28.12,28.0,27.65,3,Warm
3695,21.94,53.9,437.0,344.0,1,0,0.36,0.15,0.69,0.361,21.63,21.55,21.98,2,Neutral
3696,25.34,59.4,400.0,20,0,0,0.52,0.13,0.64,0.196,25.96,25.33,26.24,2,Neutral
3697,24.74,56.8,400.0,20,0,1,0.6,0.04,0.68,0.416,25.65,24.43,25.92,2,Neutral
3698,26.55,56.1,742.0,608.0,1,0,0.93,0.26,0.93,0.408,26.73,25.36,26.6,1,Cool
3699,27.97,59.2,400.0,20,0,1,0.16,0.95,0.16,0.297,28.79,26.38,27.87,1,Cool
3700,26.97,40.9,400.0,20,0,0,0.35,0.79,0.15,0.084,26.71,26.36,27.16,3,Warm
3701,26.2,57.2,400.0,20,0,0,0.54,0.35,0.9,0.196,25.79,24.51,25.8,2,Neutral
3702,25.0,55.1,400.0,20,0,0,0.02,0.81,0.08,0.274,24.0,24.55,25.23,2,Neutral
3703,22.42,46.4,400.0,20,0,0,0.21,0.8,0.41,0.443,21.87,22.79,22.4,2,Neutral
3704,23.29,41.7,708.0,240.0,1,0,0.69,1.0,0.3,0.298,23.77,22.21,23.57,2,Neutral
3705,18.13,46.8,493.0,558.0,1,0,0.69,0.24,0.31,0.245,18.03,17.85,17.95,2,Neutral
3706,26.82,33.2,430.0,206.0,1,0,0.59,0.2,0.58,0.249,26.89,24.81,26.85,2,Neutral
3707,25.62,50.0,400.0,20,0,1,0.84,0.21,0.67,0.215,25.78,25.97,25.32,3,Warm
3708,21.93,30.1,400.0,20,0,1,0.55,0.35,0.73,0.277,21.94,20.8,21.38,1,Cool
3709,20.38,34.8,743.0,329.0,1,1,0.72,1.0,0.17,0.418,20.68,21.07,19.99,1,Cool
3710,25.02,40.9,615.0,601.0,1,0,0.36,0.22,0.33,0.288,24.33,26.78,24.66,2,Neutral
3711,19.11,55.8,400.0,20,0,0,0.96,0.8,0.09,0.206,19.55,17.79,19.68,4,Hot
3712,26.1,33.6,400.0,20,0,1,0.81,0.24,0.33,0.38,24.96,26.21,26.22,1,Cool
3713,26.7,60.0,400.0,20,0,1,0.35,0.53,0.19,0.328,26.43,27.43,26.41,0,Cold
3714,26.13,52.7,526.0,367.0,1,0,0.68,0.32,0.87,0.274,27.38,25.68,26.21,2,Neutral
3715,24.06,42.6,400.0,20,0,0,0.22,0.93,0.88,0.441,23.28,24.24,24.23,2,Neutral
3716,18.68,59.8,400.0,20,0,1,0.22,0.03,0.06,0.185,19.0,19.51,18.1,2,Neutral
3717,21.31,64.1,657.0,287.0,1,1,0.25,0.5,0.86,0.177,21.63,20.65,21.42,2,Neutral
3718,20.45,39.8,770.0,471.0,1,1,0.32,0.37,0.77,0.348,19.59,21.48,20.75,2,Neutral
3719,19.6,65.2,637.0,180.0,1,0,0.33,0.09,0.67,0.438,19.4,21.34,19.09,3,Warm
3720,25.11,40.4,400.0,20,0,0,0.7,0.62,0.15,0.129,25.13,25.72,25.7,2,Neutral
3721,25.17,60.5,481.0,662.0,1,0,0.7,0.62,0.33,0.351,24.63,24.25,25.16,2,Neutral
3722,24.67,48.5,665.0,539.0,1,0,0.61,0.61,0.12,0.353,24.89,27.32,25.52,2,Neutral
3723,19.02,43.3,400.0,20,0,1,0.65,0.91,0.31,0.128,19.12,17.02,19.08,4,Hot
3724,23.82,49.0,660.0,542.0,1,1,0.88,0.84,0.03,0.448,23.56,24.1,23.88,1,Cool
3725,20.89,35.6,484.0,569.0,1,0,0.98,0.82,0.76,0.314,21.3,21.27,20.39,2,Neutral
3726,20.24,54.4,457.0,457.0,1,1,0.7,0.91,0.77,0.34,20.29,20.47,19.5,1,Cool
3727,20.49,31.2,702.0,655.0,1,0,0.64,0.87,0.94,0.431,21.5,21.35,20.45,2,Neutral
3728,21.43,53.8,400.0,20,0,0,0.71,0.78,0.68,0.099,21.86,20.7,21.21,2,Neutral
3729,18.35,32.6,400.0,20,0,0,0.28,0.5,0.85,0.223,17.74,18.41,18.52,2,Neutral
3730,20.97,31.0,612.0,392.0,1,1,0.88,0.26,0.77,0.238,20.92,20.51,21.54,2,Neutral
3731,24.13,60.7,400.0,20,0,0,0.47,0.18,0.97,0.44,25.55,25.1,24.17,2,Neutral
3732,18.22,30.4,400.0,20,0,0,0.44,0.98,0.14,0.065,18.24,18.15,18.41,2,Neutral
3733,27.72,32.0,570.0,373.0,1,0,0.47,0.71,0.98,0.14,27.81,27.53,27.52,1,Cool
3734,22.0,63.0,670.0,435.0,1,0,0.97,0.97,0.29,0.087,22.06,23.22,21.88,3,Warm
3735,23.72,61.4,400.0,20,0,1,0.93,0.93,0.54,0.056,24.53,24.03,24.57,2,Neutral
3736,23.72,42.2,400.0,20,0,1,0.07,0.59,0.88,0.374,23.66,24.15,24.16,4,Hot
3737,22.31,45.9,400.0,20,0,0,0.99,0.57,0.12,0.254,21.83,22.78,23.13,2,Neutral
3738,26.33,58.7,420.0,177.0,1,1,0.57,0.18,0.25,0.326,27.53,25.8,26.53,2,Neutral
3739,26.26,32.7,465.0,495.0,1,0,0.42,0.33,0.25,0.266,25.07,26.08,25.86,2,Neutral
3740,26.58,52.4,514.0,340.0,1,1,0.46,0.87,0.33,0.415,26.29,26.45,26.34,1,Cool
3741,23.2,36.7,613.0,516.0,1,1,0.95,0.32,0.47,0.147,22.87,22.98,22.84,2,Neutral
3742,21.05,63.3,463.0,238.0,1,0,0.58,0.89,0.6,0.224,20.15,20.77,21.27,2,Neutral
3743,18.13,59.8,400.0,20,0,1,0.91,0.49,0.78,0.057,17.66,18.46,18.07,4,Hot
3744,18.54,57.8,400.0,20,0,1,0.37,0.24,0.24,0.307,17.96,20.62,18.64,2,Neutral
3745,18.29,43.2,400.0,20,0,0,0.95,0.48,0.89,0.256,18.44,17.97,18.24,2,Neutral
3746,18.3,45.0,527.0,512.0,1,0,0.35,0.22,0.3,0.311,17.97,17.46,18.4,1,Cool
3747,26.29,55.8,400.0,20,0,0,0.9,0.37,0.53,0.057,26.48,26.55,26.55,3,Warm
3748,25.38,62.8,634.0,297.0,1,1,0.78,0.36,0.05,0.415,25.01,25.22,25.0,2,Neutral
3749,23.52,53.5,400.0,20,0,1,0.31,0.82,0.02,0.133,23.1,23.31,23.18,3,Warm
3750,26.47,32.4,400.0,20,0,0,0.32,0.67,0.14,0.29,26.82,25.84,26.74,2,Neutral
3751,19.62,48.9,400.0,20,0,0,0.12,0.96,0.85,0.416,19.36,19.51,19.17,2,Neutral
3752,25.3,58.4,631.0,507.0,1,0,0.72,0.0,0.79,0.082,25.17,25.55,25.03,2,Neutral
3753,20.74,58.9,534.0,528.0,1,1,0.63,0.49,0.54,0.222,21.55,19.36,20.83,0,Cold
3754,21.92,66.9,400.0,20,0,0,0.08,0.35,0.04,0.266,21.36,21.15,21.89,2,Neutral
3755,22.22,64.9,652.0,371.0,1,0,0.59,0.88,0.95,0.058,21.91,22.67,21.88,3,Warm
3756,22.42,35.2,400.0,20,0,0,0.36,0.31,0.7,0.291,21.97,21.22,22.32,3,Warm
3757,18.77,50.5,400.0,20,0,0,0.88,0.15,0.47,0.258,18.99,19.15,18.76,2,Neutral
3758,25.1,58.0,400.0,20,0,0,0.84,0.81,0.87,0.389,24.67,25.76,25.24,2,Neutral
3759,18.08,58.3,553.0,426.0,1,1,0.27,0.06,0.12,0.34,18.0,17.45,18.3,2,Neutral
3760,24.11,40.1,546.0,242.0,1,0,0.44,0.26,0.8,0.251,23.69,24.05,23.54,2,Neutral
3761,27.82,43.2,439.0,254.0,1,0,0.66,0.11,0.1,0.221,28.38,27.58,27.98,3,Warm
3762,19.07,49.0,488.0,578.0,1,0,0.34,0.72,0.38,0.076,18.94,19.23,18.56,2,Neutral
3763,20.95,50.0,400.0,20,0,1,0.42,0.26,0.76,0.071,20.34,22.02,20.75,2,Neutral
3764,25.15,51.1,585.0,117.0,1,0,0.24,0.25,0.5,0.09,24.73,25.26,24.93,3,Warm
3765,25.3,33.7,746.0,132.0,1,0,0.83,0.2,0.92,0.229,25.58,26.42,25.38,2,Neutral
3766,27.4,47.7,691.0,488.0,1,0,0.67,0.51,0.42,0.366,27.69,27.03,27.55,2,Neutral
3767,23.99,39.5,400.0,20,0,0,0.99,0.5,0.18,0.106,23.5,23.86,23.92,3,Warm
3768,18.18,44.7,581.0,274.0,1,1,0.62,0.94,0.45,0.226,18.01,17.37,18.49,3,Warm
3769,23.85,36.5,538.0,156.0,1,1,0.07,0.98,0.17,0.061,24.36,24.57,23.42,2,Neutral
3770,23.88,40.0,400.0,20,0,1,0.07,0.44,0.22,0.122,24.15,24.57,24.22,2,Neutral
3771,27.31,51.9,400.0,20,0,0,0.46,0.56,0.73,0.272,27.27,27.67,26.7,1,Cool
3772,18.34,47.7,581.0,271.0,1,1,0.97,0.96,0.68,0.091,19.15,16.5,18.58,2,Neutral
3773,21.63,53.2,400.0,20,0,1,0.57,0.9,0.92,0.098,21.32,22.02,21.17,2,Neutral
3774,23.86,47.6,665.0,158.0,1,0,0.05,0.9,0.51,0.345,24.82,24.04,24.42,2,Neutral
3775,25.44,59.1,400.0,20,0,0,0.62,0.45,0.91,0.104,25.56,26.26,25.37,2,Neutral
3776,27.1,63.1,594.0,686.0,1,1,0.66,0.23,0.05,0.3,27.66,27.07,27.04,2,Neutral
3777,21.79,39.3,666.0,392.0,1,0,0.5,0.88,0.04,0.284,21.42,20.82,22.1,1,Cool
3778,18.22,55.0,408.0,574.0,1,0,0.15,0.84,0.02,0.403,19.06,19.45,18.4,2,Neutral
3779,20.13,65.3,607.0,263.0,1,1,0.19,0.58,0.11,0.221,19.56,22.17,20.05,4,Hot
3780,18.15,48.5,400.0,20,0,1,0.98,0.06,0.96,0.415,18.11,16.87,18.76,2,Neutral
3781,18.44,69.4,400.0,20,0,0,0.68,0.24,0.98,0.342,18.17,19.85,18.43,1,Cool
3782,26.66,54.7,770.0,268.0,1,0,0.53,0.48,0.87,0.248,27.06,27.95,26.92,2,Neutral
3783,22.73,66.7,634.0,116.0,1,0,0.64,1.0,0.89,0.331,23.09,22.14,22.79,2,Neutral
3784,22.8,53.8,400.0,20,0,0,0.07,0.35,0.86,0.167,22.74,21.63,22.43,2,Neutral
3785,18.11,39.1,516.0,575.0,1,0,0.1,0.85,0.83,0.32,18.73,16.66,18.0,0,Cold
3786,19.98,45.5,400.0,20,0,0,0.43,0.46,0.54,0.262,19.33,19.69,19.75,3,Warm
3787,23.21,57.6,400.0,20,0,1,0.71,1.0,0.3,0.387,22.7,25.06,22.56,2,Neutral
3788,24.36,65.2,400.0,20,0,1,0.72,0.17,0.03,0.265,24.62,21.85,24.8,0,Cold
3789,23.81,51.9,781.0,471.0,1,1,0.79,0.92,0.28,0.222,22.67,22.41,24.09,2,Neutral
3790,20.54,35.1,772.0,547.0,1,1,0.34,0.2,0.39,0.123,20.96,19.58,20.97,2,Neutral
3791,19.92,38.2,400.0,20,0,0,0.24,0.99,0.32,0.369,20.38,21.91,19.77,1,Cool
3792,26.8,39.3,400.0,20,0,1,0.01,0.91,0.3,0.176,26.4,26.63,26.19,2,Neutral
3793,27.38,59.1,400.0,20,0,1,0.62,0.49,0.18,0.372,26.74,28.43,27.47,2,Neutral
3794,24.56,51.1,695.0,100.0,1,0,0.68,0.64,0.75,0.231,23.79,24.9,24.96,2,Neutral
3795,24.14,62.6,400.0,20,0,0,0.09,0.77,0.6,0.407,24.12,23.56,24.98,2,Neutral
3796,22.66,53.0,555.0,277.0,1,1,0.04,0.93,0.09,0.273,22.38,23.56,22.76,2,Neutral
3797,23.87,51.7,400.0,20,0,0,0.49,0.33,0.31,0.199,23.83,24.6,23.46,2,Neutral
3798,23.22,50.7,507.0,283.0,1,0,0.29,0.66,0.31,0.204,22.47,23.18,22.99,3,Warm
3799,25.66,45.0,687.0,609.0,1,1,0.38,0.85,0.8,0.438,25.83,25.82,25.56,2,Neutral
3800,26.88,47.8,400.0,20,0,1,0.06,0.01,0.61,0.134,25.94,27.26,26.69,2,Neutral
3801,21.95,34.8,673.0,651.0,1,1,0.46,0.68,0.73,0.217,21.73,21.21,22.06,2,Neutral
3802,27.54,44.7,400.0,20,0,0,0.36,0.39,0.41,0.272,27.84,25.74,27.97,2,Neutral
3803,18.69,61.4,413.0,314.0,1,1,0.58,0.01,0.42,0.069,19.14,18.69,18.26,2,Neutral
3804,18.02,59.9,400.0,20,0,0,0.46,0.01,0.52,0.224,17.11,18.21,18.04,2,Neutral
3805,26.73,65.1,400.0,20,0,1,0.77,0.78,0.97,0.282,26.98,27.04,26.8,3,Warm
3806,20.94,40.2,741.0,130.0,1,0,0.21,0.16,0.49,0.056,21.6,20.98,20.37,2,Neutral
3807,19.17,55.6,786.0,525.0,1,1,0.96,0.88,0.19,0.088,19.43,19.3,19.19,2,Neutral
3808,22.6,52.0,695.0,167.0,1,1,0.43,0.61,0.99,0.432,23.21,23.45,21.9,2,Neutral
3809,22.19,63.1,660.0,454.0,1,1,0.48,0.5,0.87,0.439,21.81,22.3,22.32,2,Neutral
3810,25.73,62.1,678.0,319.0,1,1,0.69,0.86,0.27,0.201,24.71,25.87,24.98,4,Hot
3811,22.61,57.4,426.0,615.0,1,0,0.62,0.22,0.1,0.133,22.3,23.96,22.75,2,Neutral
3812,20.45,59.6,737.0,353.0,1,1,0.92,0.93,0.23,0.183,19.42,20.98,20.74,2,Neutral
3813,27.85,40.4,400.0,20,0,1,0.11,0.24,0.25,0.314,27.65,28.07,27.53,2,Neutral
3814,25.96,39.5,400.0,20,0,0,0.45,0.89,0.61,0.297,26.26,24.13,26.5,2,Neutral
3815,24.13,44.9,670.0,176.0,1,0,0.08,1.0,0.53,0.239,24.48,25.28,24.28,2,Neutral
3816,20.83,65.5,400.0,20,0,1,0.09,0.74,0.38,0.155,21.18,22.02,20.39,0,Cold
3817,27.89,66.6,400.0,20,0,0,0.22,0.3,0.34,0.065,27.61,28.25,27.77,2,Neutral
3818,18.79,45.4,400.0,20,0,0,0.79,0.67,0.75,0.083,19.02,20.46,19.56,4,Hot
3819,21.16,65.3,687.0,299.0,1,0,0.02,0.79,0.55,0.131,21.08,22.44,21.79,2,Neutral
3820,19.52,51.2,400.0,20,0,0,0.47,0.64,0.77,0.137,19.36,18.28,19.23,2,Neutral
3821,26.46,57.6,792.0,590.0,1,0,0.13,0.78,0.34,0.444,26.5,25.7,26.34,3,Warm
3822,26.14,58.8,539.0,416.0,1,0,0.85,0.57,0.69,0.275,26.81,24.87,26.4,2,Neutral
3823,21.12,44.2,400.0,20,0,1,0.48,0.7,0.12,0.138,20.55,20.69,20.8,2,Neutral
3824,18.01,59.9,775.0,504.0,1,0,0.96,0.3,0.89,0.402,16.46,16.97,18.63,2,Neutral
3825,26.8,56.6,400.0,20,0,1,0.66,0.23,0.97,0.208,26.07,25.86,26.57,2,Neutral
3826,18.75,62.5,640.0,687.0,1,1,0.35,0.31,0.13,0.343,19.13,18.36,19.06,2,Neutral
3827,22.17,47.4,421.0,204.0,1,1,0.11,0.74,0.96,0.441,22.11,22.16,21.87,2,Neutral
3828,22.66,56.9,799.0,312.0,1,1,0.4,0.64,0.66,0.269,22.24,24.93,22.65,2,Neutral
3829,27.64,32.3,400.0,20,0,0,0.13,0.54,0.54,0.138,27.4,26.58,27.54,2,Neutral
3830,21.49,42.2,501.0,480.0,1,1,0.08,0.93,0.98,0.069,20.34,21.62,21.23,2,Neutral
3831,25.5,35.1,400.0,20,0,1,0.51,0.89,0.57,0.333,25.67,26.32,25.37,3,Warm
3832,24.84,51.6,629.0,103.0,1,1,0.12,0.46,0.42,0.261,25.67,24.58,24.49,2,Neutral
3833,20.61,37.9,400.0,20,0,0,0.88,0.12,0.23,0.301,19.84,21.25,20.53,2,Neutral
3834,24.13,68.4,400.0,20,0,0,0.79,0.21,0.19,0.294,24.96,23.8,24.64,1,Cool
3835,26.31,42.8,400.0,20,0,1,0.51,0.92,0.73,0.323,25.84,25.93,26.3,4,Hot
3836,20.23,33.2,400.0,20,0,1,0.13,0.11,0.5,0.434,20.26,20.34,20.19,4,Hot
3837,27.18,67.3,400.0,20,0,0,0.48,0.61,0.92,0.411,26.68,27.24,27.47,4,Hot
3838,23.11,52.8,400.0,20,0,0,0.95,0.79,0.14,0.329,23.78,24.99,22.8,1,Cool
3839,21.07,63.6,722.0,454.0,1,1,0.28,0.77,0.55,0.051,21.42,21.61,21.19,0,Cold
3840,21.31,61.9,400.0,20,0,1,0.72,0.26,0.49,0.428,21.27,21.71,21.53,2,Neutral
3841,25.54,51.2,400.0,20,0,1,0.31,0.81,0.1,0.158,25.07,26.54,25.74,3,Warm
3842,22.26,68.0,400.0,20,0,1,0.86,0.92,0.42,0.295,22.53,21.57,21.84,0,Cold
3843,25.11,38.7,400.0,20,0,1,0.38,0.81,0.31,0.11,25.46,23.95,24.2,3,Warm
3844,18.71,62.6,555.0,168.0,1,1,0.76,0.96,0.29,0.411,17.97,18.51,18.33,2,Neutral
3845,26.91,47.4,659.0,395.0,1,1,0.78,0.14,0.12,0.389,27.2,27.5,26.82,2,Neutral
3846,25.53,66.2,756.0,557.0,1,1,0.5,0.93,0.67,0.245,25.96,25.45,25.55,2,Neutral
3847,23.94,36.7,443.0,398.0,1,1,0.83,0.12,0.65,0.273,24.13,23.29,24.26,2,Neutral
3848,27.41,50.8,400.0,20,0,1,0.91,0.3,0.89,0.078,27.69,28.37,27.14,3,Warm
3849,20.22,60.7,631.0,306.0,1,1,0.02,0.95,1.0,0.099,20.85,19.97,20.02,2,Neutral
3850,20.73,43.7,400.0,20,0,0,0.33,0.49,0.08,0.055,19.51,20.92,20.96,2,Neutral
3851,18.32,67.1,400.0,20,0,1,0.68,0.93,0.24,0.217,18.44,17.84,18.41,4,Hot
3852,22.37,67.4,762.0,277.0,1,1,0.91,0.14,0.4,0.443,22.89,23.17,22.92,2,Neutral
3853,24.65,55.3,400.0,20,0,1,0.42,0.12,0.17,0.068,24.99,24.46,24.3,2,Neutral
3854,24.84,33.4,400.0,20,0,1,0.75,0.34,0.3,0.435,25.85,24.34,24.59,0,Cold
3855,27.48,30.1,400.0,20,0,1,0.75,0.12,0.03,0.178,27.4,26.0,27.69,2,Neutral
3856,19.6,43.0,400.0,20,0,0,0.56,0.23,0.5,0.167,19.92,17.86,19.5,2,Neutral
3857,26.13,35.4,400.0,20,0,0,0.27,0.46,0.88,0.272,26.48,25.45,26.21,3,Warm
3858,22.57,32.2,418.0,572.0,1,1,0.25,0.38,0.66,0.191,22.25,23.46,22.63,2,Neutral
3859,20.04,32.1,732.0,565.0,1,1,0.8,0.63,0.65,0.147,20.24,19.0,20.58,2,Neutral
3860,20.57,38.9,400.0,20,0,0,0.59,0.41,0.85,0.328,20.99,21.28,20.48,3,Warm
3861,18.95,48.2,400.0,20,0,0,0.86,0.6,0.29,0.269,18.51,19.27,18.14,2,Neutral
3862,27.59,56.2,400.0,20,0,1,0.01,0.85,0.3,0.384,27.67,27.79,27.75,2,Neutral
3863,21.13,55.7,546.0,148.0,1,1,0.61,0.66,0.64,0.24,21.78,22.41,21.98,3,Warm
3864,24.8,59.1,400.0,20,0,1,0.41,0.17,0.69,0.186,25.33,25.96,25.2,3,Warm
3865,23.36,56.5,628.0,548.0,1,0,0.14,0.24,0.32,0.202,24.79,24.92,23.03,0,Cold
3866,18.19,60.0,575.0,652.0,1,0,0.77,0.55,0.55,0.349,18.81,18.54,17.92,2,Neutral
3867,23.28,68.6,400.0,20,0,0,0.89,0.51,0.51,0.29,23.93,22.83,22.64,2,Neutral
3868,18.0,58.0,719.0,610.0,1,1,0.3,0.26,0.36,0.061,17.6,17.06,18.05,1,Cool
3869,19.8,41.1,400.0,20,0,0,0.62,0.98,0.34,0.398,20.66,21.44,19.64,2,Neutral
3870,26.86,37.1,400.0,20,0,0,0.09,0.37,0.63,0.276,26.86,26.26,26.83,3,Warm
3871,25.49,52.4,642.0,672.0,1,1,0.17,0.24,0.28,0.371,25.3,25.88,24.94,2,Neutral
3872,26.98,44.2,400.0,20,0,0,0.59,0.47,0.28,0.255,26.93,28.36,27.28,1,Cool
3873,27.03,57.4,400.0,20,0,0,0.41,0.52,0.08,0.362,26.9,26.14,26.05,2,Neutral
3874,21.05,43.8,400.0,20,0,1,0.23,0.09,0.83,0.373,21.56,19.96,21.0,2,Neutral
3875,20.49,32.9,773.0,435.0,1,1,0.08,0.13,0.86,0.183,20.88,20.02,20.0,3,Warm
3876,23.64,65.6,400.0,20,0,1,0.63,0.65,0.05,0.192,23.09,22.14,23.36,2,Neutral
3877,20.82,52.9,400.0,20,0,1,0.24,0.39,0.27,0.071,21.3,21.06,20.81,3,Warm
3878,27.28,65.6,400.0,20,0,0,0.71,0.95,0.72,0.339,26.51,27.89,27.06,2,Neutral
3879,21.38,51.1,400.0,20,0,0,0.1,0.32,0.8,0.34,21.55,21.5,21.48,1,Cool
3880,23.79,68.2,702.0,585.0,1,1,0.34,0.04,0.07,0.34,24.19,24.91,23.62,3,Warm
3881,25.78,34.7,699.0,599.0,1,0,0.96,0.68,0.77,0.446,26.21,25.43,25.35,2,Neutral
3882,26.02,60.0,400.0,20,0,1,0.57,0.86,0.32,0.291,25.61,25.95,25.93,2,Neutral
3883,20.1,53.3,628.0,618.0,1,1,0.99,0.05,0.08,0.107,20.16,21.67,20.12,3,Warm
3884,22.94,68.0,417.0,286.0,1,1,0.06,0.47,0.06,0.401,22.43,23.03,23.13,2,Neutral
3885,21.44,56.2,787.0,589.0,1,0,0.48,0.1,0.2,0.28,22.38,21.83,21.48,0,Cold
3886,26.64,52.2,800.0,372.0,1,1,0.34,0.19,0.47,0.18,26.12,26.77,26.44,3,Warm
